Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001,SE_T003_002,SE_T003_001,SE_T003_003,SE_T004_001,SE_T004_002,SE_T004_003,SE_T005_001,SE_T005_002,SE_T005_003,SE_T008_001,SE_T008_002,SE_T008_003,SE_T008_004,SE_T008_005,SE_T008_006,SE_T008_007,SE_T008_008,SE_T008_009,SE_T008_010,SE_T008_011,SE_T008_012,SE_T008_013,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T020_001,SE_T020_002,SE_T020_003,SE_T020_004,SE_T020_005,SE_T020_006,SE_T020_007,SE_T020_008,SE_T020_009,SE_T025_001,SE_T025_002,SE_T025_003,SE_T025_004,SE_T025_005,SE_T025_006,SE_T025_007,SE_T025_008,SE_T025_009,SE_T025_010,SE_T025_011,SE_T025_012,SE_T025_013,SE_T025_014,SE_T025_015,SE_T025_016,SE_T025_017,SE_T025_018,SE_T069_001,SE_T069_002,SE_T069_003,SE_T069_004,SE_T069_005,SE_T069_006,SE_T069_007,SE_T073_001,SE_T073_002,SE_T073_003,SE_T093_001,SE_T155_001,SE_T156_001,SE_T156_002,SE_T156_003,SE_T185_001,SE_T185_002,SE_T185_003,SE_T185_004,SE_T185_005
"Census Tract 222.01","Census Tract 222.01, Clackamas County, Oregon","41005022201","140","00","92","41","005","19",,"022201",4587,4587,5477.199,0.837471833846334,0.8374718,0.8374718,0,4587,2235,2352,4587,368,242,187,114,896,992,511,381,184,171,303,238,4587,3508,181,37,191,19,462,189,2159,942,616,326,106,220,1217,519,698,4587,4530,3091,974,697,1034,36,60,20,89,181,1439,951,233,255,57,57,0,3736,2438,0,2438,2239,199,1298,2438,2239,199,30892,2336,2159,448,1711,4508,648,1303,1951,2557
"Census Tract 222.03","Census Tract 222.03, Clackamas County, Oregon","41005022203","140","00","92","41","005","19",,"022203",5999,5999,1001.864,5.98783739538562,5.987837,5.987837,0,5999,2970,3029,5999,407,540,592,305,339,629,1181,1115,493,244,138,16,5999,5256,49,15,465,8,46,160,1960,1724,1549,175,64,111,236,109,127,5999,5999,5687,1753,1580,2112,25,26,70,25,96,312,178,33,101,0,0,0,4359,3065,0,3065,2974,91,1294,3065,2974,91,78821,2051,1960,1839,121,5949,199,185,384,5565
"Census Tract 222.04","Census Tract 222.04, Clackamas County, Oregon","41005022204","140","00","92","41","005","19",,"022204",6292,6292,1979.859,3.17800429963382,3.178004,3.178004,0,6292,3108,3184,6292,364,429,486,315,477,578,1010,1279,695,367,236,56,6292,5280,77,15,710,10,42,158,2214,1790,1587,203,60,143,424,195,229,6292,6289,5742,1788,1527,1940,108,76,84,105,114,547,309,109,129,3,0,3,4962,3308,0,3308,3134,174,1654,3308,3134,174,72321,2307,2214,1818,396,6279,241,773,1014,5265
"Census Tract 223","Census Tract 223, Clackamas County, Oregon","41005022300","140","00","92","41","005","19",,"022300",7823,7823,542.8906,14.4099015130572,14.52974,14.4099,0.1198407,7823,3800,4023,7823,548,590,608,346,580,831,1239,1421,815,489,285,71,7823,7355,16,82,58,10,94,208,2855,2224,1810,414,97,317,631,287,344,7823,7823,7101,2230,1828,2563,150,44,26,94,166,722,500,107,115,0,0,0,6021,3900,0,3900,3677,223,2121,3900,3677,223,49303,2988,2855,2314,541,7792,684,1107,1791,6001
"Census Tract 224","Census Tract 224, Clackamas County, Oregon","41005022400","140","00","92","41","005","19",,"022400",4124,4124,3646.423,1.13097126318732,1.19723,1.130971,0.06625861,4124,2005,2119,4124,266,269,267,149,463,692,670,576,251,183,213,125,4124,3828,53,54,26,7,62,94,1679,963,696,267,78,189,716,341,375,4124,3954,3036,978,721,1078,72,34,22,48,83,918,545,155,218,170,170,0,3273,2232,0,2232,2039,193,1041,2232,2039,193,38090,1812,1679,841,838,3939,331,705,1036,2903
"Census Tract 225","Census Tract 225, Clackamas County, Oregon","41005022500","140","00","92","41","005","19",,"022500",7865,7865,3588.691,2.19160706536092,2.254145,2.191607,0.06253812,7865,3804,4061,7865,681,610,559,345,827,1294,1207,986,574,342,302,138,7865,7297,42,101,72,4,165,184,2942,2069,1482,587,184,403,873,391,482,7865,7742,6576,2081,1556,2371,109,77,17,98,267,1166,657,213,296,123,82,41,5929,4167,0,4167,3944,223,1762,4167,3944,223,43873,3096,2942,1635,1307,7716,776,1203,1979,5737
"Census Tract 226.01","Census Tract 226.01, Clackamas County, Oregon","41005022601","140","00","92","41","005","19",,"022601",10791,10791,1805.332,5.97729487549749,5.977295,5.977295,0,10791,5435,5356,10791,851,872,747,395,1098,1777,1769,1465,822,494,363,138,10791,10030,51,62,143,14,260,231,3756,2805,2246,559,179,380,951,429,522,10791,10181,8906,2816,2260,3219,135,49,30,152,245,1275,698,254,323,610,571,39,8180,5822,10,5812,5516,296,2358,5812,5516,296,50979,4025,3756,2525,1231,10140,545,975,1520,8620
"Census Tract 226.02","Census Tract 226.02, Clackamas County, Oregon","41005022602","140","00","92","41","005","19",,"022602",3563,3563,767.7403,4.64089215857371,4.944767,4.640892,0.3038744,3563,1801,1762,3563,270,263,240,167,254,450,591,636,374,197,98,23,3563,3362,3,23,41,1,18,115,1269,1061,943,118,42,76,208,105,103,3563,3563,3335,1069,973,1149,36,18,21,37,32,228,161,33,34,0,0,0,2718,1900,0,1900,1840,60,818,1900,1840,60,60030,1314,1269,1164,105,3560,126,298,424,3136
"Census Tract 227.02","Census Tract 227.02, Clackamas County, Oregon","41005022702","140","00","92","41","005","19",,"022702",6334,6334,318.968,19.8577908469074,20.50801,19.85779,0.6502181,6334,3123,3211,6334,313,536,661,346,343,453,1196,1328,622,258,185,93,6334,5990,22,22,180,9,28,83,2259,1778,1618,160,49,111,481,227,254,6334,6334,5732,1781,1637,2115,55,6,19,42,77,602,395,95,112,0,0,0,4718,3206,6,3200,3122,78,1512,3200,3122,78,84714,2380,2259,1817,442,6313,181,218,399,5914
"Census Tract 227.03","Census Tract 227.03, Clackamas County, Oregon","41005022703","140","00","92","41","005","19",,"022703",7269,7269,2187.261,3.32333470270905,3.421874,3.323335,0.09853907,7269,3548,3721,7269,609,523,504,271,891,1445,1176,776,444,263,245,122,7269,6500,44,53,197,13,245,217,2991,1830,1403,427,137,290,1161,592,569,7269,7175,5674,1874,1531,2006,13,45,32,44,129,1501,836,297,368,94,0,94,5578,4287,0,4287,4126,161,1291,4287,4126,161,50426,3212,2991,1254,1737,7262,348,936,1284,5978
"Census Tract 227.04","Census Tract 227.04, Clackamas County, Oregon","41005022704","140","00","92","41","005","19",,"022704",6167,6167,334.0157,18.4632052349277,18.84842,18.46321,0.3852099,6167,3107,3060,6167,521,561,540,276,450,768,1156,1043,500,215,104,33,6167,5572,44,48,124,12,197,170,2217,1701,1397,304,93,211,516,302,214,6167,6167,5501,1736,1400,2028,81,13,25,77,141,666,389,116,161,0,0,0,4469,3367,0,3367,3260,107,1102,3367,3260,107,64549,2372,2217,1569,648,6142,382,841,1223,4919
"Census Tract 228","Census Tract 228, Clackamas County, Oregon","41005022800","140","00","92","41","005","19",,"022800",4121,4121,288.924,14.2632676290392,14.63168,14.26327,0.368416,4121,1946,2175,4121,125,167,175,87,193,271,430,641,627,674,561,170,4121,3963,12,13,27,2,54,50,2016,1262,1168,94,37,57,754,270,484,4121,4085,3238,1291,1161,719,8,18,17,12,12,847,653,89,105,36,0,36,3619,2122,0,2122,2011,111,1497,2122,2011,111,59453,2245,2016,1481,535,4120,180,450,630,3490
"Census Tract 229.01","Census Tract 229.01, Clackamas County, Oregon","41005022901","140","00","92","41","005","19",,"022901",2174,2174,230.0795,9.44890941579652,9.607571,9.44891,0.1586614,2174,1105,1069,2174,130,145,206,126,124,223,394,371,208,134,91,22,2174,2027,4,15,35,2,55,36,770,610,527,83,29,54,160,76,84,2109,2085,1872,581,543,674,0,8,43,6,17,213,156,28,29,24,0,24,1603,1025,0,1025,993,32,578,1025,993,32,55365,822,770,633,137,2109,113,196,309,1800
"Census Tract 229.02","Census Tract 229.02, Clackamas County, Oregon","41005022902","140","00","92","41","005","19",,"022902",6474,6474,1527.598,4.23802542714484,4.432521,4.238026,0.1944959,6474,3206,3268,6474,482,507,530,335,546,811,937,901,604,410,318,93,6474,5873,39,50,61,1,362,88,2337,1765,1452,313,100,213,572,213,359,6474,6474,5728,1745,1375,2130,76,107,40,103,152,746,490,103,153,0,0,0,4790,3222,0,3222,3096,126,1568,3222,3096,126,44449,2443,2337,1653,684,6438,505,1181,1686,4752
"Census Tract 229.03","Census Tract 229.03, Clackamas County, Oregon","41005022903","140","00","92","41","005","19",,"022903",6488,6488,3975.006,1.63219868200162,1.632199,1.632199,0,6488,3114,3374,6488,599,600,558,312,559,997,1050,686,394,304,277,152,6488,5596,26,48,57,14,598,149,2227,1648,1291,357,107,250,579,210,369,6553,6474,5811,1687,1223,2307,63,99,34,224,174,663,457,88,118,79,79,0,4586,3270,6,3264,3092,172,1316,3264,3092,172,44528,2370,2227,1450,777,6432,506,1010,1516,4916
"Census Tract 230","Census Tract 230, Clackamas County, Oregon","41005023000","140","00","92","41","005","19",,"023000",7095,7095,249.6705,28.4174536716,28.47263,28.41745,0.05517748,7095,3620,3475,7095,395,520,593,353,493,639,1262,1394,846,370,189,41,7095,6801,23,42,35,11,51,132,2445,2047,1822,225,74,151,398,224,174,7095,7088,6561,2062,1850,2221,149,20,51,71,137,527,276,117,134,7,0,7,5475,3994,0,3994,3833,161,1481,3994,3833,161,62349,2496,2445,2231,214,7076,292,502,794,6282
"Census Tract 231","Census Tract 231, Clackamas County, Oregon","41005023100","140","00","92","41","005","19",,"023100",5934,5934,157.2872,37.7271678478819,38.08518,37.72717,0.3580144,5934,3000,2934,5934,298,468,482,276,365,470,1072,1213,753,338,152,47,5934,5644,24,38,50,8,63,107,2105,1744,1535,209,72,137,361,208,153,5934,5934,5450,1744,1582,1797,142,25,36,79,45,484,265,95,124,0,0,0,4615,2993,0,2993,2889,104,1622,2993,2889,104,58964,2178,2105,1881,224,5906,122,497,619,5287
"Census Tract 232.01","Census Tract 232.01, Clackamas County, Oregon","41005023201","140","00","92","41","005","19",,"023201",4391,4391,432.9444,10.1421805815317,10.14218,10.14218,0,4391,2232,2159,4391,200,286,399,248,313,324,715,910,576,281,115,24,4391,4140,10,23,96,10,48,64,1475,1269,1144,125,52,73,206,120,86,4391,4391,4161,1301,1156,1387,140,18,13,92,54,230,150,31,49,0,0,0,3435,2379,0,2379,2303,76,1056,2379,2303,76,70500,1509,1475,1367,108,4391,97,258,355,4036
"Census Tract 232.02","Census Tract 232.02, Clackamas County, Oregon","41005023202","140","00","92","41","005","19",,"023202",4631,4631,537.727,8.61217735371747,8.734849,8.612177,0.1226712,4631,2300,2331,4631,250,320,413,229,306,413,785,930,562,248,146,29,4631,4327,19,23,111,7,18,126,1633,1347,1185,162,42,120,286,143,143,4631,4631,4273,1358,1200,1420,71,3,23,63,135,358,217,63,78,0,0,0,3620,2625,0,2625,2449,176,995,2625,2449,176,62750,1704,1633,1529,104,4608,112,495,607,4001
"Census Tract 233","Census Tract 233, Clackamas County, Oregon","41005023300","140","00","92","41","005","19",,"023300",4701,4701,305.7395,15.3758334015447,15.37583,15.37583,0,4701,2375,2326,4701,230,311,375,236,314,381,746,885,634,371,172,46,4701,4408,18,50,82,2,57,84,1679,1384,1230,154,54,100,295,166,129,4701,4696,4331,1401,1215,1489,38,19,43,68,58,365,226,62,77,5,0,5,3729,2462,0,2462,2388,74,1267,2462,2388,74,61994,1741,1679,1474,205,4701,308,345,653,4048
"Census Tract 234.01","Census Tract 234.01, Clackamas County, Oregon","41005023401","140","00","92","41","005","19",,"023401",4375,4375,232.721,18.7993349776138,18.86622,18.79934,0.06688139,4375,2256,2119,4375,204,280,365,229,298,384,742,833,520,302,174,44,4375,4009,11,55,38,1,154,107,1560,1262,1086,176,62,114,298,169,129,4375,4341,3970,1275,1114,1241,108,15,30,105,82,371,235,65,71,34,0,34,3450,2305,9,2296,2191,105,1145,2296,2191,105,55659,1615,1560,1350,210,4355,273,493,766,3589
"Census Tract 234.02","Census Tract 234.02, Clackamas County, Oregon","41005023402","140","00","92","41","005","19",,"023402",6772,6772,770.7994,8.78568394911482,8.797419,8.785684,0.0117348,6772,3349,3423,6772,517,553,577,374,547,889,1133,932,580,340,253,77,6772,6349,13,81,47,20,115,147,2451,1814,1437,377,118,259,637,309,328,6772,6748,5950,1833,1441,2329,54,19,94,63,117,798,507,120,171,24,0,24,4961,3428,7,3421,3257,164,1533,3421,3257,164,45577,2588,2451,1753,698,6762,586,1034,1620,5142
"Census Tract 235","Census Tract 235, Clackamas County, Oregon","41005023500","140","00","92","41","005","19",,"023500",6047,6047,167.5119,36.0989317325022,36.3807,36.09893,0.281767,6047,3075,2972,6047,340,443,532,302,382,629,1064,1114,652,325,210,54,6047,5619,31,47,34,2,165,149,2154,1664,1391,273,93,180,490,267,223,6047,6047,5398,1677,1327,1950,113,14,59,92,166,649,357,122,170,0,0,0,4591,2946,0,2946,2682,264,1645,2946,2682,264,47986,2297,2154,1881,273,6038,278,1397,1675,4363
"Census Tract 236","Census Tract 236, Clackamas County, Oregon","41005023600","140","00","92","41","005","19",,"023600",3833,3833,80.09209,47.8574078335498,48.24634,47.85741,0.3889338,3833,1974,1859,3833,157,268,311,184,240,308,720,763,484,244,124,30,3833,3618,15,36,15,5,59,85,1379,1093,944,149,67,82,286,145,141,3833,3833,3434,1107,947,1095,119,29,32,48,57,399,190,97,112,0,0,0,3032,1966,0,1966,1853,113,1066,1966,1853,113,47659,1444,1379,1214,165,3824,197,474,671,3153
"Census Tract 237","Census Tract 237, Clackamas County, Oregon","41005023700","140","00","92","41","005","19",,"023700",4521,4521,115.5606,39.122343423985,39.15454,39.12234,0.03219745,4521,2299,2222,4521,235,307,385,215,286,379,833,860,509,307,168,37,4521,4340,11,31,20,9,30,80,1598,1289,1113,176,64,112,309,171,138,4521,4515,4127,1303,1131,1393,104,14,69,72,41,388,224,77,87,6,0,6,3505,2291,0,2291,2190,101,1214,2291,2190,101,60244,1679,1598,1427,171,4516,144,600,744,3772
"Census Tract 238","Census Tract 238, Clackamas County, Oregon","41005023800","140","00","92","41","005","19",,"023800",6645,6645,86.80815,76.5481106476169,76.74709,76.54811,0.1989747,6645,3397,3248,6645,359,493,638,380,476,584,1000,1121,827,402,276,89,6645,6073,15,54,48,9,276,170,2236,1835,1609,226,84,142,401,200,201,6645,6630,6068,1842,1653,2154,165,27,7,113,107,562,319,97,146,15,0,15,5003,3292,0,3292,3155,137,1711,3292,3155,137,51890,2322,2236,1851,385,6629,619,1079,1698,4931
"Census Tract 239","Census Tract 239, Clackamas County, Oregon","41005023900","140","00","92","41","005","19",,"023900",7293,7293,473.284,15.4093532479687,15.40935,15.40935,0,7293,3601,3692,7293,659,677,572,342,676,1151,1116,819,477,363,307,134,7293,6531,31,92,37,17,420,165,2518,1863,1474,389,125,264,655,280,375,7293,7172,6357,1877,1533,2330,125,101,43,124,224,815,527,131,157,121,102,19,5295,3504,0,3504,3281,223,1791,3504,3281,223,42415,2626,2518,1763,755,7116,712,1344,2056,5060
"Census Tract 240","Census Tract 240, Clackamas County, Oregon","41005024000","140","00","92","41","005","19",,"024000",3137,3137,12.85922,243.949436059163,244.1185,243.9494,0.1690209,3137,1596,1541,3137,223,278,243,147,307,408,530,462,288,139,95,17,3137,2881,15,24,24,3,106,84,1114,842,718,124,50,74,272,173,99,3137,3137,2787,835,709,1046,47,21,46,30,53,350,191,73,86,0,0,0,2341,1567,0,1567,1461,106,774,1567,1461,106,45709,1307,1114,791,323,3118,264,578,842,2276
"Census Tract 241","Census Tract 241, Clackamas County, Oregon","41005024100","140","00","92","41","005","19",,"024100",5024,5024,47.62309,105.495049397912,105.5734,105.495,0.07831967,5024,2519,2505,5024,297,395,511,300,303,499,932,891,486,240,135,35,5024,4751,12,70,24,8,36,123,1708,1356,1163,193,76,117,352,195,157,5024,5024,4529,1361,1177,1675,108,36,0,87,85,495,246,105,144,0,0,0,3708,2582,32,2550,2399,151,1126,2550,2399,151,51097,1783,1708,1441,267,4985,449,596,1045,3940
"Census Tract 242","Census Tract 242, Clackamas County, Oregon","41005024200","140","00","92","41","005","19",,"024200",5651,5651,8.603095,656.856640262426,659.7455,656.8566,2.888918,5651,2886,2765,5651,351,381,487,374,616,639,923,818,509,277,188,88,5651,5059,37,71,56,4,276,148,1914,1418,1100,318,118,200,496,239,257,5651,5433,4841,1437,1091,1790,171,36,48,56,212,592,388,90,114,218,8,210,4331,2847,0,2847,2581,266,1484,2847,2581,266,43324,2041,1914,1409,505,5633,859,828,1687,3946
"Census Tract 243.01","Census Tract 243.01, Clackamas County, Oregon","41005024301","140","00","92","41","005","19",,"024301",5570,5570,21.97968,253.415845942143,255.289,253.4158,1.873162,5570,2960,2610,5570,319,363,410,255,451,654,979,993,601,347,162,36,5570,5196,14,82,34,5,123,116,2228,1456,1243,213,86,127,772,467,305,5570,5482,4478,1472,1300,1503,61,23,0,32,87,1004,574,192,238,88,10,78,4386,3149,0,3149,2965,184,1237,3149,2965,184,51596,3793,2228,1722,506,5556,330,1002,1332,4224
"Census Tract 243.02","Census Tract 243.02, Clackamas County, Oregon","41005024302","140","00","92","41","005","19",,"024302",4880,4880,46.98909,103.853886581714,103.9359,103.8539,0.08201389,4880,2495,2385,4880,241,333,409,243,372,433,938,985,503,262,131,30,4880,4645,20,31,24,4,58,98,1771,1337,1169,168,71,97,434,256,178,4880,4880,4348,1368,1157,1396,156,18,28,58,167,532,304,103,125,0,0,0,3820,2463,0,2463,2290,173,1357,2463,2290,173,50287,1973,1771,1499,272,4880,751,531,1282,3598
"Census Tract 9501","Census Tract 9501, Clatsop County, Oregon","41007950100","140","00","92","41","007","16",,"950100",3368,3368,3254.26,1.03495112718669,12.40328,1.034951,11.36833,3368,1625,1743,3368,242,223,252,148,357,429,507,449,268,243,186,64,3368,3095,19,27,66,6,74,81,1376,887,681,206,47,159,489,227,262,3368,3313,2748,919,750,902,34,42,17,10,74,565,406,68,91,55,45,10,2589,1691,137,1554,1447,107,898,1554,1447,107,34263,1548,1376,753,623,3313,436,778,1214,2099
"Census Tract 9502","Census Tract 9502, Clatsop County, Oregon","41007950200","140","00","92","41","007","16",,"950200",3731,3731,3108.709,1.20017660313484,7.597676,1.200177,6.397499,3731,1780,1951,3731,177,180,219,140,288,419,524,633,372,316,316,147,3731,3445,19,37,86,7,59,78,1768,884,673,211,59,152,884,386,498,3731,3562,2598,887,680,839,11,8,20,82,71,964,784,100,80,169,137,32,3146,1915,26,1889,1791,98,1231,1889,1791,98,32483,2022,1768,862,906,3584,595,552,1147,2437
"Census Tract 9503","Census Tract 9503, Clatsop County, Oregon","41007950300","140","00","92","41","007","16",,"950300",3276,3276,723.3593,4.52887001793059,19.80364,4.52887,15.27477,3276,1589,1687,3276,211,201,246,242,649,378,364,466,222,172,89,36,3276,2773,88,63,65,12,139,136,1109,705,496,209,44,165,404,199,205,3276,2761,2272,722,569,877,21,0,0,8,75,489,324,74,91,515,0,515,2582,1783,41,1742,1349,393,799,1742,1349,393,32174,1310,1109,567,542,3270,940,663,1603,1667
"Census Tract 9504","Census Tract 9504, Clatsop County, Oregon","41007950400","140","00","92","41","007","16",,"950400",3365,3365,28.29044,118.944761134028,153.0795,118.9448,34.13472,3365,1707,1658,3365,172,240,285,183,216,301,575,615,339,248,157,34,3365,3212,13,31,16,5,13,75,1296,993,832,161,61,100,303,162,141,3365,3359,3021,1007,856,1020,44,0,5,40,49,338,253,42,43,6,0,6,2615,1686,33,1653,1582,71,929,1653,1582,71,43106,1433,1296,1066,230,3356,146,405,551,2805
"Census Tract 9505","Census Tract 9505, Clatsop County, Oregon","41007950500","140","00","92","41","007","16",,"950500",3943,3943,241.4723,16.3289930300835,81.51113,16.32899,65.18214,3943,2000,1943,3943,295,285,286,193,330,497,679,479,389,287,173,50,3943,3646,7,53,71,3,50,113,1556,1043,807,236,61,175,513,265,248,3943,3876,3260,1062,849,1146,64,13,13,53,60,616,412,87,117,67,0,67,3029,1964,93,1871,1806,65,1065,1871,1806,65,33472,1732,1556,1011,545,3890,557,862,1419,2471
"Census Tract 9506","Census Tract 9506, Clatsop County, Oregon","41007950600","140","00","92","41","007","16",,"950600",2353,2353,32.8385,71.6537003260247,73.6967,71.6537,2.043,2353,1203,1150,2353,130,130,180,127,160,203,410,429,246,176,117,45,2353,2256,1,21,9,6,30,30,928,665,554,111,46,65,263,144,119,2353,2348,2051,682,577,670,26,21,13,26,36,297,205,42,50,5,0,5,1887,1146,6,1140,1096,44,741,1140,1096,44,40718,981,928,750,178,2345,218,455,673,1672
"Census Tract 9507","Census Tract 9507, Clatsop County, Oregon","41007950700","140","00","92","41","007","16",,"950700",1744,1744,209.0045,8.34431974202197,17.70342,8.344319,9.3591,1744,868,876,1744,62,82,141,85,92,120,263,356,224,172,117,30,1744,1697,0,8,9,2,3,25,758,502,425,77,25,52,256,120,136,1744,1743,1439,498,447,443,6,1,4,6,34,304,215,40,49,1,0,1,1410,903,5,898,841,57,507,898,841,57,45054,1522,758,609,149,1739,110,314,424,1315
"Census Tract 9509","Census Tract 9509, Clatsop County, Oregon","41007950900","140","00","92","41","007","16",,"950900",4461,4461,2499.08,1.78505691918264,12.0191,1.785057,10.23404,4461,2114,2347,4461,248,251,259,170,385,541,654,717,432,384,276,144,4461,4117,17,51,42,16,114,104,2100,1119,760,359,93,266,981,425,556,4461,4437,3308,1143,832,1034,50,16,55,71,107,1129,817,154,158,24,0,24,3659,2291,23,2268,2180,88,1368,2268,2180,88,29477,3291,2100,931,1169,4447,673,1005,1678,2769
"Census Tract 9511","Census Tract 9511, Clatsop County, Oregon","41007951100","140","00","92","41","007","16",,"951100",4191,4191,23.42481,178.912853650287,240.8781,178.9129,61.9653,4191,2009,2182,4191,196,257,240,163,359,412,511,779,490,385,298,101,4191,3953,8,30,34,1,77,88,1758,1163,941,222,64,158,595,275,320,4191,3994,3246,1163,956,900,44,60,10,37,76,748,465,126,157,197,120,77,3458,2174,42,2132,2020,112,1284,2132,2020,112,41822,3343,1758,1165,593,3953,508,645,1153,2800
"Census Tract 9512","Census Tract 9512, Clatsop County, Oregon","41007951200","140","00","92","41","007","16",,"951200",2973,2973,7.245235,410.338642495641,426.7255,410.3387,16.38687,2973,1564,1409,2973,190,217,234,130,183,320,418,505,364,260,126,26,2973,2857,8,30,5,0,17,56,1176,854,700,154,57,97,322,199,123,2973,2973,2580,850,708,885,50,6,17,25,39,393,261,60,72,0,0,0,2289,1433,0,1433,1358,75,856,1433,1358,75,36549,1457,1176,972,204,2973,303,657,960,2013
"Census Tract 9513","Census Tract 9513, Clatsop County, Oregon","41007951300","140","00","92","41","007","16",,"951300",2225,2225,157.1801,14.1557319956695,39.32853,14.15573,25.1728,2225,1162,1063,2225,84,109,180,149,140,135,350,399,309,210,131,29,2225,2134,5,16,27,2,9,32,878,635,567,68,25,43,243,116,127,2225,2141,1828,629,521,542,15,4,26,39,52,313,192,52,69,84,78,6,1810,1133,57,1076,1027,49,677,1076,1027,49,50506,1046,878,747,131,2147,139,222,361,1786
"Census Tract 9702","Census Tract 9702, Columbia County, Oregon","41009970200","140","00","92","41","009","16",,"970200",5995,5995,30.82471,194.48681924395,203.946,194.4868,9.459222,5995,3022,2973,5995,337,427,518,303,400,574,952,1015,662,453,275,79,5995,5673,5,78,36,5,41,157,2276,1669,1419,250,82,168,607,325,282,5995,5971,5225,1667,1415,1885,53,8,31,53,113,746,504,106,136,24,0,24,4632,2848,0,2848,2655,193,1784,2848,2655,193,42330,2447,2276,1830,446,5984,612,932,1544,4440
